"TIME","GEO","UNIT","NACE_R2","Value","Flag and Footnotes"
"2011","Ireland","Percentage","Industry, construction and services (except public administration, defense, compulsory social security)","12.7",""
"2011","Ireland","Percentage","Business economy","21.8",""
"2011","Ireland","Percentage","Mining and quarrying",":","c"
"2011","Ireland","Percentage","Manufacturing",":","c"
"2011","Ireland","Percentage","Electricity, gas, steam and air conditioning supply",":","c"
"2011","Ireland","Percentage","Water supply; sewerage, waste management and remediation activities",":","c"
"2011","Ireland","Percentage","Construction","28.9",""
"2011","Ireland","Percentage","Wholesale and retail trade; repair of motor vehicles and motorcycles","22.4",""
"2011","Ireland","Percentage","Transportation and storage","14.1",""
"2011","Ireland","Percentage","Accommodation and food service activities","13.2",""
"2011","Ireland","Percentage","Information and communication","18.1",""
"2011","Ireland","Percentage","Financial and insurance activities",":","c"
"2011","Ireland","Percentage","Real estate activities",":","c"
"2011","Ireland","Percentage","Professional, scientific and technical activities","22.3",""
"2011","Ireland","Percentage","Administrative and support service activities","17.7",""
"2011","Ireland","Percentage","Public administration and defence; compulsory social security","16.6",""
"2011","Ireland","Percentage","Education","18.0",""
"2011","Ireland","Percentage","Human health and social work activities","21.4",""
"2011","Ireland","Percentage","Arts, entertainment and recreation","22.5",""
"2011","Ireland","Percentage","Other service activities",":","c"
"2011","Greece","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",":",""
"2011","Greece","Percentage","Industry, construction and services (except public administration, defense, compulsory social security)",":",""
"2011","Greece","Percentage","Business economy",":",""
"2011","Greece","Percentage","Mining and quarrying",":",""
"2011","Greece","Percentage","Manufacturing",":",""
"2011","Greece","Percentage","Electricity, gas, steam and air conditioning supply",":",""
"2011","Greece","Percentage","Water supply; sewerage, waste management and remediation activities",":",""
"2011","Greece","Percentage","Construction",":",""
"2011","Greece","Percentage","Wholesale and retail trade; repair of motor vehicles and motorcycles",":",""
"2011","Greece","Percentage","Transportation and storage",":",""
"2011","Greece","Percentage","Accommodation and food service activities",":",""
"2011","Greece","Percentage","Information and communication",":",""
"2011","Greece","Percentage","Financial and insurance activities",":",""
"2011","Greece","Percentage","Real estate activities",":",""
"2011","Greece","Percentage","Professional, scientific and technical activities",":",""
"2011","Greece","Percentage","Administrative and support service activities",":",""
"2011","Greece","Percentage","Public administration and defence; compulsory social security",":",""
"2011","Greece","Percentage","Education",":",""
"2011","Greece","Percentage","Human health and social work activities",":",""
"2011","Greece","Percentage","Arts, entertainment and recreation",":",""
"2011","Greece","Percentage","Other service activities",":",""
"2011","Spain","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","16.8",""
"2011","Spain","Percentage","Industry, construction and services (except public administration, defense, compulsory social security)","17.6",""
"2011","Spain","Percentage","Business economy","23.6",""
"2011","Spain","Percentage","Mining and quarrying","14.4",""
"2011","Spain","Percentage","Manufacturing","24.2",""
"2011","Spain","Percentage","Electricity, gas, steam and air conditioning supply","8.8",""
"2011","Spain","Percentage","Water supply; sewerage, waste management and remediation activities","17.7",""
"2011","Spain","Percentage","Construction","4.5",""
"2011","Spain","Percentage","Wholesale and retail trade; repair of motor vehicles and motorcycles","26.5",""
"2011","Spain","Percentage","Transportation and storage","11.0",""
"2011","Spain","Percentage","Accommodation and food service activities","16.0",""
"2011","Spain","Percentage","Information and communication","16.0",""
"2011","Spain","Percentage","Financial and insurance activities","22.8",""
"2011","Spain","Percentage","Real estate activities","21.9",""
"2011","Spain","Percentage","Professional, scientific and technical activities","23.1",""
"2011","Spain","Percentage","Administrative and support service activities","16.4",""
"2011","Spain","Percentage","Public administration and defence; compulsory social security","12.5",""
"2011","Spain","Percentage","Education","12.8",""
"2011","Spain","Percentage","Human health and social work activities","23.5",""
"2011","Spain","Percentage","Arts, entertainment and recreation","17.8",""
"2011","Spain","Percentage","Other service activities","22.5",""
"2011","France","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","15.0",""
"2011","France","Percentage","Industry, construction and services (except public administration, defense, compulsory social security)","15.7",""
"2011","France","Percentage","Business economy","14.2",""
"2011","France","Percentage","Mining and quarrying","12.9",""
"2011","France","Percentage","Manufacturing","15.2",""
"2011","France","Percentage","Electricity, gas, steam and air conditioning supply","9.8",""
"2011","France","Percentage","Water supply; sewerage, waste management and remediation activities","-6.5",""
"2011","France","Percentage","Construction","-8.4",""
"2011","France","Percentage","Wholesale and retail trade; repair of motor vehicles and motorcycles","19.9",""
"2011","France","Percentage","Transportation and storage","0.6",""
"2011","France","Percentage","Accommodation and food service activities","9.6",""
"2011","France","Percentage","Information and communication","15.9",""
"2011","France","Percentage","Financial and insurance activities","29.6",""
"2011","France","Percentage","Real estate activities","19.2",""
"2011","France","Percentage","Professional, scientific and technical activities","23.7",""
"2011","France","Percentage","Administrative and support service activities","8.8",""
"2011","France","Percentage","Public administration and defence; compulsory social security","12.2",""
"2011","France","Percentage","Education","13.4",""
"2011","France","Percentage","Human health and social work activities","16.1",""
"2011","France","Percentage","Arts, entertainment and recreation","19.5",""
"2011","France","Percentage","Other service activities","13.1",""
"2011","Croatia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",":",""
"2011","Croatia","Percentage","Industry, construction and services (except public administration, defense, compulsory social security)",":",""
"2011","Croatia","Percentage","Business economy",":",""
"2011","Croatia","Percentage","Mining and quarrying",":",""
"2011","Croatia","Percentage","Manufacturing",":",""
"2011","Croatia","Percentage","Electricity, gas, steam and air conditioning supply",":",""
"2011","Croatia","Percentage","Water supply; sewerage, waste management and remediation activities",":",""
"2011","Croatia","Percentage","Construction",":",""
"2011","Croatia","Percentage","Wholesale and retail trade; repair of motor vehicles and motorcycles",":",""
"2011","Croatia","Percentage","Transportation and storage",":",""
"2011","Croatia","Percentage","Accommodation and food service activities",":",""
"2011","Croatia","Percentage","Information and communication",":",""
"2011","Croatia","Percentage","Financial and insurance activities",":",""
"2011","Croatia","Percentage","Real estate activities",":",""
"2011","Croatia","Percentage","Professional, scientific and technical activities",":",""
"2011","Croatia","Percentage","Administrative and support service activities",":",""
"2011","Croatia","Percentage","Public administration and defence; compulsory social security",":",""
"2011","Croatia","Percentage","Education",":",""
"2011","Croatia","Percentage","Human health and social work activities",":",""
"2011","Croatia","Percentage","Arts, entertainment and recreation",":",""
"2011","Croatia","Percentage","Other service activities",":",""
"2011","Italy","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",":",""
"2011","Italy","Percentage","Industry, construction and services (except public administration, defense, compulsory social security)","5.7",""
"2011","Italy","Percentage","Business economy","15.7",""
"2011","Italy","Percentage","Mining and quarrying",":","c"
"2011","Italy","Percentage","Manufacturing","16.1",""
"2011","Italy","Percentage","Electricity, gas, steam and air conditioning supply",":","c"
"2011","Italy","Percentage","Water supply; sewerage, waste management and remediation activities",":","c"
"2011","Italy","Percentage","Construction",":","c"
"2011","Italy","Percentage","Wholesale and retail trade; repair of motor vehicles and motorcycles","15.7",""
"2011","Italy","Percentage","Transportation and storage","2.5",""
"2011","Italy","Percentage","Accommodation and food service activities",":","c"
"2011","Italy","Percentage","Information and communication",":","c"
"2011","Italy","Percentage","Financial and insurance activities","22.2",""
"2011","Italy","Percentage","Real estate activities",":","c"
"2011","Italy","Percentage","Professional, scientific and technical activities","28.1",""
"2011","Italy","Percentage","Administrative and support service activities",":","c"
"2011","Italy","Percentage","Public administration and defence; compulsory social security",":",""
"2011","Italy","Percentage","Education","11.8",""
"2011","Italy","Percentage","Human health and social work activities","24.7",""
"2011","Italy","Percentage","Arts, entertainment and recreation",":","c"
"2011","Italy","Percentage","Other service activities",":","c"
"2011","Cyprus","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","16.1",""
"2011","Cyprus","Percentage","Industry, construction and services (except public administration, defense, compulsory social security)","16.1",""
"2011","Cyprus","Percentage","Business economy","24.9",""
"2011","Cyprus","Percentage","Mining and quarrying","16.6","u"
"2011","Cyprus","Percentage","Manufacturing","32.5",""
"2011","Cyprus","Percentage","Electricity, gas, steam and air conditioning supply","17.2","u"
"2011","Cyprus","Percentage","Water supply; sewerage, waste management and remediation activities","-6.5","u"
"2011","Cyprus","Percentage","Construction","14.7",""
"2011","Cyprus","Percentage","Wholesale and retail trade; repair of motor vehicles and motorcycles","30.5",""
"2011","Cyprus","Percentage","Transportation and storage","34.2",""
"2011","Cyprus","Percentage","Accommodation and food service activities","20.3",""
"2011","Cyprus","Percentage","Information and communication","21.1",""
"2011","Cyprus","Percentage","Financial and insurance activities","26.1",""
"2011","Cyprus","Percentage","Real estate activities","14.2","u"
"2011","Cyprus","Percentage","Professional, scientific and technical activities","34.1",""
"2011","Cyprus","Percentage","Administrative and support service activities","16.5",""
"2011","Cyprus","Percentage","Public administration and defence; compulsory social security","16.2",""
"2011","Cyprus","Percentage","Education","10.3",""
"2011","Cyprus","Percentage","Human health and social work activities","36.4",""
"2011","Cyprus","Percentage","Arts, entertainment and recreation","45.6","u"
"2011","Cyprus","Percentage","Other service activities","45.9","u"
"2011","Latvia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","12.0",""
"2011","Latvia","Percentage","Industry, construction and services (except public administration, defense, compulsory social security)","14.1",""
"2011","Latvia","Percentage","Business economy","14.4",""
"2011","Latvia","Percentage","Mining and quarrying",":","u"
"2011","Latvia","Percentage","Manufacturing","18.0",""
"2011","Latvia","Percentage","Electricity, gas, steam and air conditioning supply","21.5",""
"2011","Latvia","Percentage","Water supply; sewerage, waste management and remediation activities","14.6",""
"2011","Latvia","Percentage","Construction","-0.6",""
"2011","Latvia","Percentage","Wholesale and retail trade; repair of motor vehicles and motorcycles","21.9",""
"2011","Latvia","Percentage","Transportation and storage","8.4",""
"2011","Latvia","Percentage","Accommodation and food service activities","21.4",""
"2011","Latvia","Percentage","Information and communication","20.7",""
"2011","Latvia","Percentage","Financial and insurance activities","33.5",""
"2011","Latvia","Percentage","Real estate activities","10.4",""
"2011","Latvia","Percentage","Professional, scientific and technical activities","9.5",""
"2011","Latvia","Percentage","Administrative and support service activities","11.7",""
"2011","Latvia","Percentage","Public administration and defence; compulsory social security","-4.4",""
"2011","Latvia","Percentage","Education","2.2",""
"2011","Latvia","Percentage","Human health and social work activities","11.8",""
"2011","Latvia","Percentage","Arts, entertainment and recreation","12.2",""
"2011","Latvia","Percentage","Other service activities","30.2",""
"2011","Lithuania","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","11.3",""
"2011","Lithuania","Percentage","Industry, construction and services (except public administration, defense, compulsory social security)","11.5",""
"2011","Lithuania","Percentage","Business economy","16.9",""
"2011","Lithuania","Percentage","Mining and quarrying","2.5",""
"2011","Lithuania","Percentage","Manufacturing","27.1",""
"2011","Lithuania","Percentage","Electricity, gas, steam and air conditioning supply","10.3",""
"2011","Lithuania","Percentage","Water supply; sewerage, waste management and remediation activities","13.4",""
"2011","Lithuania","Percentage","Construction","0.7",""
"2011","Lithuania","Percentage","Wholesale and retail trade; repair of motor vehicles and motorcycles","19.2",""
"2011","Lithuania","Percentage","Transportation and storage","-1.6",""
"2011","Lithuania","Percentage","Accommodation and food service activities","14.6",""
"2011","Lithuania","Percentage","Information and communication","25.7",""
"2011","Lithuania","Percentage","Financial and insurance activities","40.8",""
"2011","Lithuania","Percentage","Real estate activities","15.7",""
"2011","Lithuania","Percentage","Professional, scientific and technical activities","15.3",""
"2011","Lithuania","Percentage","Administrative and support service activities","10.7",""
"2011","Lithuania","Percentage","Public administration and defence; compulsory social security","6.4",""
"2011","Lithuania","Percentage","Education","-1.7",""
"2011","Lithuania","Percentage","Human health and social work activities","24.8",""
"2011","Lithuania","Percentage","Arts, entertainment and recreation","15.1",""
"2011","Lithuania","Percentage","Other service activities","22.2",""
"2011","Luxembourg","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",":",""
"2011","Luxembourg","Percentage","Industry, construction and services (except public administration, defense, compulsory social security)","7.9",""
"2011","Luxembourg","Percentage","Business economy","13.8",""
"2011","Luxembourg","Percentage","Mining and quarrying",":",""
"2011","Luxembourg","Percentage","Manufacturing","15.9",""
"2011","Luxembourg","Percentage","Electricity, gas, steam and air conditioning supply","2.9",""
"2011","Luxembourg","Percentage","Water supply; sewerage, waste management and remediation activities","-17.7",""
"2011","Luxembourg","Percentage","Construction","-6.4",""
"2011","Luxembourg","Percentage","Wholesale and retail trade; repair of motor vehicles and motorcycles","25.0",""
"2011","Luxembourg","Percentage","Transportation and storage","8.9",""
"2011","Luxembourg","Percentage","Accommodation and food service activities","16.8",""
"2011","Luxembourg","Percentage","Information and communication","19.2",""
"2011","Luxembourg","Percentage","Financial and insurance activities","25.7",""
"2011","Luxembourg","Percentage","Real estate activities","23.0",""
"2011","Luxembourg","Percentage","Professional, scientific and technical activities","22.3",""
"2011","Luxembourg","Percentage","Administrative and support service activities","13.0",""
"2011","Luxembourg","Percentage","Public administration and defence; compulsory social security",":",""
"2011","Luxembourg","Percentage","Education","6.5",""
"2011","Luxembourg","Percentage","Human health and social work activities","4.1",""
"2011","Luxembourg","Percentage","Arts, entertainment and recreation","18.2",""
"2011","Luxembourg","Percentage","Other service activities","22.0",""
"2011","Hungary","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","15.9",""
"2011","Hungary","Percentage","Industry, construction and services (except public administration, defense, compulsory social security)","18.0",""
"2011","Hungary","Percentage","Business economy","14.4",""
"2011","Hungary","Percentage","Mining and quarrying","-18.2",""
"2011","Hungary","Percentage","Manufacturing","25.8",""
"2011","Hungary","Percentage","Electricity, gas, steam and air conditioning supply","17.0",""
"2011","Hungary","Percentage","Water supply; sewerage, waste management and remediation activities","-0.9",""
"2011","Hungary","Percentage","Construction","-12.4",""
"2011","Hungary","Percentage","Wholesale and retail trade; repair of motor vehicles and motorcycles","11.9",""
"2011","Hungary","Percentage","Transportation and storage","-0.7",""
"2011","Hungary","Percentage","Accommodation and food service activities","20.7",""
"2011","Hungary","Percentage","Information and communication","27.6",""
"2011","Hungary","Percentage","Financial and insurance activities","37.2",""
"2011","Hungary","Percentage","Real estate activities","3.4",""
"2011","Hungary","Percentage","Professional, scientific and technical activities","14.4",""
"2011","Hungary","Percentage","Administrative and support service activities","11.1",""
"2011","Hungary","Percentage","Public administration and defence; compulsory social security","3.9",""
"2011","Hungary","Percentage","Education","17.6",""
"2011","Hungary","Percentage","Human health and social work activities","16.4",""
"2011","Hungary","Percentage","Arts, entertainment and recreation","12.4",""
"2011","Hungary","Percentage","Other service activities","5.1",""
"2011","Malta","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",":",""
"2011","Malta","Percentage","Industry, construction and services (except public administration, defense, compulsory social security)","7.7",""
"2011","Malta","Percentage","Business economy","15.3",""
"2011","Malta","Percentage","Mining and quarrying","26.4","u"
"2011","Malta","Percentage","Manufacturing","16.7",""
"2011","Malta","Percentage","Electricity, gas, steam and air conditioning supply","13.9",""
"2011","Malta","Percentage","Water supply; sewerage, waste management and remediation activities","-0.3",""
"2011","Malta","Percentage","Construction","0.8",""
"2011","Malta","Percentage","Wholesale and retail trade; repair of motor vehicles and motorcycles","27.6",""
"2011","Malta","Percentage","Transportation and storage","8.6",""
"2011","Malta","Percentage","Accommodation and food service activities","14.6",""
"2011","Malta","Percentage","Information and communication","12.2",""
"2011","Malta","Percentage","Financial and insurance activities","29.1",""
"2011","Malta","Percentage","Real estate activities","24.9","u"
"2011","Malta","Percentage","Professional, scientific and technical activities","9.7",""
"2011","Malta","Percentage","Administrative and support service activities","13.6",""
"2011","Malta","Percentage","Public administration and defence; compulsory social security",":",""
"2011","Malta","Percentage","Education","-0.6",""
"2011","Malta","Percentage","Human health and social work activities","13.7",""
"2011","Malta","Percentage","Arts, entertainment and recreation","21.2",""
"2011","Malta","Percentage","Other service activities","3.4","u"
"2011","Netherlands","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","18.1",""
"2011","Netherlands","Percentage","Industry, construction and services (except public administration, defense, compulsory social security)","18.8",""
"2011","Netherlands","Percentage","Business economy","23.9",""
"2011","Netherlands","Percentage","Mining and quarrying","29.7","u"
"2011","Netherlands","Percentage","Manufacturing","22.2",""
"2011","Netherlands","Percentage","Electricity, gas, steam and air conditioning supply","23.8",""
"2011","Netherlands","Percentage","Water supply; sewerage, waste management and remediation activities","4.6","u"
"2011","Netherlands","Percentage","Construction","16.3",""
"2011","Netherlands","Percentage","Wholesale and retail trade; repair of motor vehicles and motorcycles","27.6",""
"2011","Netherlands","Percentage","Transportation and storage","14.2",""
"2011","Netherlands","Percentage","Accommodation and food service activities","12.5",""
"2011","Netherlands","Percentage","Information and communication","18.8",""
"2011","Netherlands","Percentage","Financial and insurance activities","30.7",""
"2011","Netherlands","Percentage","Real estate activities","20.5",""
"2011","Netherlands","Percentage","Professional, scientific and technical activities","27.1",""
"2011","Netherlands","Percentage","Administrative and support service activities","11.6",""
"2011","Netherlands","Percentage","Public administration and defence; compulsory social security","8.2",""
"2011","Netherlands","Percentage","Education","13.8",""
"2011","Netherlands","Percentage","Human health and social work activities","24.3",""
"2011","Netherlands","Percentage","Arts, entertainment and recreation","22.4",""
"2011","Netherlands","Percentage","Other service activities","17.7",""
"2011","Austria","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",":",""
"2011","Austria","Percentage","Industry, construction and services (except public administration, defense, compulsory social security)","23.5",""
"2011","Austria","Percentage","Business economy","24.7",""
"2011","Austria","Percentage","Mining and quarrying",":",""
"2011","Austria","Percentage","Manufacturing",":",""
"2011","Austria","Percentage","Electricity, gas, steam and air conditioning supply",":",""
"2011","Austria","Percentage","Water supply; sewerage, waste management and remediation activities",":",""
"2011","Austria","Percentage","Construction",":",""
"2011","Austria","Percentage","Wholesale and retail trade; repair of motor vehicles and motorcycles",":",""
"2011","Austria","Percentage","Transportation and storage",":",""
"2011","Austria","Percentage","Accommodation and food service activities",":",""
"2011","Austria","Percentage","Information and communication",":",""
"2011","Austria","Percentage","Financial and insurance activities",":",""
"2011","Austria","Percentage","Real estate activities",":",""
"2011","Austria","Percentage","Professional, scientific and technical activities",":",""
"2011","Austria","Percentage","Administrative and support service activities",":",""
"2011","Austria","Percentage","Public administration and defence; compulsory social security",":",""
"2011","Austria","Percentage","Education",":",""
"2011","Austria","Percentage","Human health and social work activities",":",""
"2011","Austria","Percentage","Arts, entertainment and recreation",":",""
"2011","Austria","Percentage","Other service activities",":",""
"2011","Poland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","5.9",""
"2011","Poland","Percentage","Industry, construction and services (except public administration, defense, compulsory social security)","5.5",""
"2011","Poland","Percentage","Business economy","15.9",""
"2011","Poland","Percentage","Mining and quarrying","20.9",""
"2011","Poland","Percentage","Manufacturing","21.2",""
"2011","Poland","Percentage","Electricity, gas, steam and air conditioning supply","8.3",""
"2011","Poland","Percentage","Water supply; sewerage, waste management and remediation activities","1.2",""
"2011","Poland","Percentage","Construction","-10.3",""
"2011","Poland","Percentage","Wholesale and retail trade; repair of motor vehicles and motorcycles","25.6",""
"2011","Poland","Percentage","Transportation and storage","-3.8",""
"2011","Poland","Percentage","Accommodation and food service activities","19.5",""
"2011","Poland","Percentage","Information and communication","23.5",""
"2011","Poland","Percentage","Financial and insurance activities","37.7",""
"2011","Poland","Percentage","Real estate activities","13.1",""
"2011","Poland","Percentage","Professional, scientific and technical activities","18.3",""
"2011","Poland","Percentage","Administrative and support service activities","1.1",""
"2011","Poland","Percentage","Public administration and defence; compulsory social security","17.2",""
"2011","Poland","Percentage","Education","1.3",""
"2011","Poland","Percentage","Human health and social work activities","19.2",""
"2011","Poland","Percentage","Arts, entertainment and recreation","10.1",""
"2011","Poland","Percentage","Other service activities","24.5",""
"2011","Portugal","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",":",""
"2011","Portugal","Percentage","Industry, construction and services (except public administration, defense, compulsory social security)","12.9",""
"2011","Portugal","Percentage","Business economy","20.3",""
"2011","Portugal","Percentage","Mining and quarrying","-15.3",""
"2011","Portugal","Percentage","Manufacturing","28.8",""
"2011","Portugal","Percentage","Electricity, gas, steam and air conditioning supply","2.0",""
"2011","Portugal","Percentage","Water supply; sewerage, waste management and remediation activities","-12.1",""
"2011","Portugal","Percentage","Construction","-12.3",""
"2011","Portugal","Percentage","Wholesale and retail trade; repair of motor vehicles and motorcycles","20.5",""
"2011","Portugal","Percentage","Transportation and storage","-17.7",""
"2011","Portugal","Percentage","Accommodation and food service activities","21.6",""
"2011","Portugal","Percentage","Information and communication","14.5",""
"2011","Portugal","Percentage","Financial and insurance activities","25.8",""
"2011","Portugal","Percentage","Real estate activities","36.8",""
"2011","Portugal","Percentage","Professional, scientific and technical activities","23.4",""
"2011","Portugal","Percentage","Administrative and support service activities","21.8",""
"2011","Portugal","Percentage","Public administration and defence; compulsory social security",":",""
"2011","Portugal","Percentage","Education","11.1",""
"2011","Portugal","Percentage","Human health and social work activities","30.0",""
"2011","Portugal","Percentage","Arts, entertainment and recreation","52.6",""
"2011","Portugal","Percentage","Other service activities","20.8",""
"2011","Romania","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","9.0",""
"2011","Romania","Percentage","Industry, construction and services (except public administration, defense, compulsory social security)","9.6",""
"2011","Romania","Percentage","Business economy","7.7",""
"2011","Romania","Percentage","Mining and quarrying","-11.2",""
"2011","Romania","Percentage","Manufacturing","21.8",""
"2011","Romania","Percentage","Electricity, gas, steam and air conditioning supply","0.5",""
"2011","Romania","Percentage","Water supply; sewerage, waste management and remediation activities","-0.5",""
"2011","Romania","Percentage","Construction","-20.1",""
"2011","Romania","Percentage","Wholesale and retail trade; repair of motor vehicles and motorcycles","10.1",""
"2011","Romania","Percentage","Transportation and storage","3.2",""
"2011","Romania","Percentage","Accommodation and food service activities","5.5",""
"2011","Romania","Percentage","Information and communication","12.2",""
"2011","Romania","Percentage","Financial and insurance activities","21.9",""
"2011","Romania","Percentage","Real estate activities","18.5",""
"2011","Romania","Percentage","Professional, scientific and technical activities","2.3",""
"2011","Romania","Percentage","Administrative and support service activities","-26.0",""
"2011","Romania","Percentage","Public administration and defence; compulsory social security","2.0",""
"2011","Romania","Percentage","Education","10.4",""
"2011","Romania","Percentage","Human health and social work activities","9.1",""
"2011","Romania","Percentage","Arts, entertainment and recreation","7.2",""
"2011","Romania","Percentage","Other service activities","24.7",""
"2011","Slovenia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2.8",""
"2011","Slovenia","Percentage","Industry, construction and services (except public administration, defense, compulsory social security)","3.3",""
"2011","Slovenia","Percentage","Business economy","8.1",""
"2011","Slovenia","Percentage","Mining and quarrying","16.5",""
"2011","Slovenia","Percentage","Manufacturing","13.6",""
"2011","Slovenia","Percentage","Electricity, gas, steam and air conditioning supply","1.0",""
"2011","Slovenia","Percentage","Water supply; sewerage, waste management and remediation activities","-15.6",""
"2011","Slovenia","Percentage","Construction","-21.4",""
"2011","Slovenia","Percentage","Wholesale and retail trade; repair of motor vehicles and motorcycles","13.1",""
"2011","Slovenia","Percentage","Transportation and storage","-20.0",""
"2011","Slovenia","Percentage","Accommodation and food service activities","11.1",""
"2011","Slovenia","Percentage","Information and communication","14.0",""
"2011","Slovenia","Percentage","Financial and insurance activities","22.2",""
"2011","Slovenia","Percentage","Real estate activities","7.3",""
"2011","Slovenia","Percentage","Professional, scientific and technical activities","11.0",""
"2011","Slovenia","Percentage","Administrative and support service activities","11.0",""
"2011","Slovenia","Percentage","Public administration and defence; compulsory social security","5.0",""
"2011","Slovenia","Percentage","Education","10.7",""
"2011","Slovenia","Percentage","Human health and social work activities","18.9",""
"2011","Slovenia","Percentage","Arts, entertainment and recreation","19.6",""
"2011","Slovenia","Percentage","Other service activities","32.5",""
"2011","Slovakia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","19.9",""
"2011","Slovakia","Percentage","Industry, construction and services (except public administration, defense, compulsory social security)","20.1",""
"2011","Slovakia","Percentage","Business economy","19.4",""
"2011","Slovakia","Percentage","Mining and quarrying","-10.3",""
"2011","Slovakia","Percentage","Manufacturing","27.9",""
"2011","Slovakia","Percentage","Electricity, gas, steam and air conditioning supply","9.4",""
"2011","Slovakia","Percentage","Water supply; sewerage, waste management and remediation activities","-2.4",""
"2011","Slovakia","Percentage","Construction","1.5",""
"2011","Slovakia","Percentage","Wholesale and retail trade; repair of motor vehicles and motorcycles","26.4",""
"2011","Slovakia","Percentage","Transportation and storage","1.4",""
"2011","Slovakia","Percentage","Accommodation and food service activities","0.4",""
"2011","Slovakia","Percentage","Information and communication","28.3",""
"2011","Slovakia","Percentage","Financial and insurance activities","37.6",""
"2011","Slovakia","Percentage","Real estate activities","25.4",""
"2011","Slovakia","Percentage","Professional, scientific and technical activities","11.4",""
"2011","Slovakia","Percentage","Administrative and support service activities","7.8",""
"2011","Slovakia","Percentage","Public administration and defence; compulsory social security","18.9",""
"2011","Slovakia","Percentage","Education","15.6",""
"2011","Slovakia","Percentage","Human health and social work activities","24.2",""
"2011","Slovakia","Percentage","Arts, entertainment and recreation","14.3",""
"2011","Slovakia","Percentage","Other service activities","8.0",""
"2011","Finland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","18.6",""
"2011","Finland","Percentage","Industry, construction and services (except public administration, defense, compulsory social security)","19.1",""
"2011","Finland","Percentage","Business economy","18.1",""
"2011","Finland","Percentage","Mining and quarrying","7.4",""
"2011","Finland","Percentage","Manufacturing","13.1",""
"2011","Finland","Percentage","Electricity, gas, steam and air conditioning supply","17.1",""
"2011","Finland","Percentage","Water supply; sewerage, waste management and remediation activities","7.4",""
"2011","Finland","Percentage","Construction","7.3",""
"2011","Finland","Percentage","Wholesale and retail trade; repair of motor vehicles and motorcycles","22.5",""
"2011","Finland","Percentage","Transportation and storage","10.9",""
"2011","Finland","Percentage","Accommodation and food service activities","11.9",""
"2011","Finland","Percentage","Information and communication","14.9",""
"2011","Finland","Percentage","Financial and insurance activities","35.3",""
"2011","Finland","Percentage","Real estate activities","19.8",""
"2011","Finland","Percentage","Professional, scientific and technical activities","17.6",""
"2011","Finland","Percentage","Administrative and support service activities","14.2",""
"2011","Finland","Percentage","Public administration and defence; compulsory social security","15.5",""
"2011","Finland","Percentage","Education","16.3",""
"2011","Finland","Percentage","Human health and social work activities","28.7",""
"2011","Finland","Percentage","Arts, entertainment and recreation","10.4",""
"2011","Finland","Percentage","Other service activities","20.8",""
"2011","Sweden","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","15.2",""
"2011","Sweden","Percentage","Industry, construction and services (except public administration, defense, compulsory social security)","15.6",""
"2011","Sweden","Percentage","Business economy","12.5",""
"2011","Sweden","Percentage","Mining and quarrying","5.3",""
"2011","Sweden","Percentage","Manufacturing","7.9",""
"2011","Sweden","Percentage","Electricity, gas, steam and air conditioning supply","9.7",""
"2011","Sweden","Percentage","Water supply; sewerage, waste management and remediation activities","0.6",""
"2011","Sweden","Percentage","Construction","2.8",""
"2011","Sweden","Percentage","Wholesale and retail trade; repair of motor vehicles and motorcycles","14.4",""
"2011","Sweden","Percentage","Transportation and storage","3.6",""
"2011","Sweden","Percentage","Accommodation and food service activities","8.1",""
"2011","Sweden","Percentage","Information and communication","15.0",""
"2011","Sweden","Percentage","Financial and insurance activities","31.4",""
"2011","Sweden","Percentage","Real estate activities","9.2",""
"2011","Sweden","Percentage","Professional, scientific and technical activities","17.3",""
"2011","Sweden","Percentage","Administrative and support service activities","7.1",""
"2011","Sweden","Percentage","Public administration and defence; compulsory social security","8.1",""
"2011","Sweden","Percentage","Education","11.7",""
