"TIME","GEO","WSTATUS","SEX","AGE","UNIT","Value","Flag and Footnotes"
"2015","Latvia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","16.0",""
"2015","Lithuania","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","12.8",""
"2015","Lithuania","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","11.4",""
"2015","Luxembourg","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","12.8","b"
"2015","Luxembourg","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","18.9","b"
"2015","Hungary","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","10.6",""
"2015","Hungary","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","11.2",""
"2015","Malta","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","7.5",""
"2015","Malta","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","10.6",""
"2015","Netherlands","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","16.7",""
"2015","Netherlands","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","25.4",""
"2015","Austria","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","11.8",""
"2015","Austria","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","15.2",""
"2015","Poland","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","11.6",""
"2015","Poland","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","14.2",""
"2015","Portugal","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","19.8",""
"2015","Portugal","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","24.2",""
"2015","Romania","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","16.5",""
"2015","Romania","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","15.0",""
"2015","Slovenia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","15.3",""
"2015","Slovenia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","20.1",""
"2015","Slovakia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","12.9",""
"2015","Slovakia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","16.0",""
"2015","Finland","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","22.8",""
"2015","Finland","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","22.3",""
"2015","Sweden","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","15.0",""
"2015","Sweden","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","17.8",""
"2015","Iceland","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","10.9",""
"2015","Iceland","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","15.9",""
"2015","Norway","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","9.4",""
"2015","Norway","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","11.1",""
"2015","Switzerland","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","11.7",""
"2015","Switzerland","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","21.0",""
"2015","Montenegro","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","27.2",""
"2015","Montenegro","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","29.1",""
"2015","North Macedonia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","28.9",""
"2015","North Macedonia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","27.0",""
"2015","Serbia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","28.9",""
"2015","Serbia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","32.5",""
"2015","Turkey","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","13.6",""
"2015","Turkey","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","23.0",""
"2016","Belgium","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","12.8",""
"2016","Belgium","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","15.4",""
"2016","Bulgaria","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","15.9",""
"2016","Bulgaria","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","13.8",""
"2016","Czechia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","4.4",""
"2016","Czechia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","6.9",""
"2016","Denmark","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","13.6","b"
"2016","Denmark","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","16.5","b"
"2016","Germany (until 1990 former territory of the FRG)","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","7.4",""
"2016","Germany (until 1990 former territory of the FRG)","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","9.0",""
"2016","Estonia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","12.8",""
"2016","Estonia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","12.5",""
"2016","Ireland","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","15.0",""
"2016","Ireland","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","15.1",""
"2016","Greece","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","26.4",""
"2016","Greece","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","38.3",""
"2016","Spain","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","24.3",""
"2016","Spain","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","34.7",""
"2016","France","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","17.0",""
"2016","France","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","22.8",""
"2016","Croatia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","21.0",""
"2016","Croatia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","26.1",""
"2016","Italy","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","21.3",""
"2016","Italy","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","30.9",""
"2016","Cyprus","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","23.1",""
"2016","Cyprus","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","25.4",""
"2016","Latvia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","17.3",""
"2016","Latvia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","15.4",""
"2016","Lithuania","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","12.0",""
"2016","Lithuania","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","9.8",""
"2016","Luxembourg","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","11.8",""
"2016","Luxembourg","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","17.1",""
"2016","Hungary","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","8.3",""
"2016","Hungary","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","8.7",""
"2016","Malta","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","6.3",""
"2016","Malta","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","8.9",""
"2016","Netherlands","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","15.4",""
"2016","Netherlands","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","23.4",""
"2016","Austria","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","12.6",""
"2016","Austria","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","15.2",""
"2016","Poland","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","9.8",""
"2016","Poland","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","11.8",""
"2016","Portugal","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","18.4",""
"2016","Portugal","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","21.6",""
"2016","Romania","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","14.7",""
"2016","Romania","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","13.2",""
"2016","Slovenia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","13.5",""
"2016","Slovenia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","17.3",""
"2016","Slovakia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","11.1",""
"2016","Slovakia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","13.6",""
"2016","Finland","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","22.0",""
"2016","Finland","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","22.4",""
"2016","Sweden","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","14.1",""
"2016","Sweden","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","15.7",""
"2016","Iceland","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","9.1",""
"2016","Iceland","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","13.1",""
"2016","Norway","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","10.3",""
"2016","Norway","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","10.9",""
"2016","Switzerland","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","12.3",""
"2016","Switzerland","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","20.7",""
"2016","Montenegro","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","26.0",""
"2016","Montenegro","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","27.5",""
"2016","North Macedonia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","26.7",""
"2016","North Macedonia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","25.1",""
"2016","Serbia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","26.3",""
"2016","Serbia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","29.8",""
"2016","Turkey","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","13.9",""
"2016","Turkey","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","23.8",""
"2017","Belgium","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","12.7","b"
"2017","Belgium","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","15.9","b"
"2017","Bulgaria","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","12.9",""
"2017","Bulgaria","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","11.7",""
"2017","Czechia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","3.2",""
"2017","Czechia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","5.5",""
"2017","Denmark","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","11.6","b"
"2017","Denmark","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","13.8","b"
"2017","Germany (until 1990 former territory of the FRG)","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","7.1",""
"2017","Germany (until 1990 former territory of the FRG)","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","8.3",""
"2017","Estonia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","11.0",""
"2017","Estonia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","10.7",""
"2017","Ireland","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","13.7",""
"2017","Ireland","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","15.9",""
"2017","Greece","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","24.0",""
"2017","Greece","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","36.6",""
"2017","Spain","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","21.6",""
"2017","Spain","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","32.3",""
"2017","France","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","15.8",""
"2017","France","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","22.0",""
"2017","Croatia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","17.0",""
"2017","Croatia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","22.5",""
"2017","Italy","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","20.3",""
"2017","Italy","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","29.5",""
"2017","Cyprus","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","19.6",""
"2017","Cyprus","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","22.8",""
"2017","Latvia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","15.2",""
"2017","Latvia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","15.1",""
"2017","Lithuania","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","11.3",""
"2017","Lithuania","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","8.6",""
"2017","Luxembourg","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","10.7",""
"2017","Luxembourg","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","14.8",""
"2017","Hungary","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","6.5",""
"2017","Hungary","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","7.9",""
"2017","Malta","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","5.5",""
"2017","Malta","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","7.2",""
"2017","Netherlands","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","13.5",""
"2017","Netherlands","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","20.9",""
"2017","Austria","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","11.9",""
"2017","Austria","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","14.4",""
"2017","Poland","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","8.1",""
"2017","Poland","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","10.0",""
"2017","Portugal","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","14.8",""
"2017","Portugal","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","19.1",""
"2017","Romania","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","12.9",""
"2017","Romania","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","11.3",""
"2017","Slovenia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","11.1",""
"2017","Slovenia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","14.8",""
"2017","Slovakia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","10.3",""
"2017","Slovakia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","11.2",""
"2017","Finland","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","21.4",""
"2017","Finland","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","22.2",""
"2017","Sweden","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","13.2",""
"2017","Sweden","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","15.1",""
"2017","Iceland","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","8.5",""
"2017","Iceland","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","12.4",""
"2017","Norway","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","9.0",""
"2017","Norway","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","10.3",""
"2017","Switzerland","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","11.9",""
"2017","Switzerland","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","21.2",""
"2017","Montenegro","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","23.3",""
"2017","Montenegro","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","27.2",""
"2017","North Macedonia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","27.4",""
"2017","North Macedonia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","27.8",""
"2017","Serbia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","23.5",""
"2017","Serbia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","25.8",""
"2017","Turkey","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","13.2",""
"2017","Turkey","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","23.1",""
"2018","Belgium","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","12.2",""
"2018","Belgium","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","14.6",""
"2018","Bulgaria","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","11.3",""
"2018","Bulgaria","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","9.8",""
"2018","Czechia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","2.5",""
"2018","Czechia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","4.5",""
"2018","Denmark","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","9.4",""
"2018","Denmark","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","11.7",""
"2018","Germany (until 1990 former territory of the FRG)","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","6.5",""
"2018","Germany (until 1990 former territory of the FRG)","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","7.4",""
"2018","Estonia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","10.7",""
"2018","Estonia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","11.3",""
"2018","Ireland","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","14.3",""
"2018","Ireland","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","17.7",""
"2018","Greece","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","21.6",""
"2018","Greece","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","34.6",""
"2018","Spain","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","19.1",""
"2018","Spain","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","29.9",""
"2018","France","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","15.1",""
"2018","France","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","21.2",""
"2018","Croatia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","13.5",""
"2018","Croatia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","19.5",""
"2018","Italy","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","19.2",""
"2018","Italy","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","28.2",""
"2018","Cyprus","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","15.1",""
"2018","Cyprus","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","18.2",""
"2018","Latvia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","13.2",""
"2018","Latvia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","12.3",""
"2018","Lithuania","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","9.0",""
"2018","Lithuania","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","8.0",""
"2018","Luxembourg","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","10.4",""
"2018","Luxembourg","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","14.6",""
"2018","Hungary","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","5.9",""
"2018","Hungary","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","6.8",""
"2018","Malta","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","5.7",""
"2018","Malta","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","6.9",""
"2018","Netherlands","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","12.0",""
"2018","Netherlands","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","18.1",""
"2018","Austria","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","10.1",""
"2018","Austria","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","13.1",""
"2018","Poland","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","6.9",""
"2018","Poland","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","8.0",""
"2018","Portugal","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","12.2",""
"2018","Portugal","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","15.8",""
"2018","Romania","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","11.3",""
"2018","Romania","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","10.3",""
"2018","Slovenia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","8.9",""
"2018","Slovenia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","11.9",""
"2018","Slovakia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","8.1",""
"2018","Slovakia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","9.6",""
"2018","Finland","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","20.3",""
"2018","Finland","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","20.9",""
"2018","Sweden","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","12.8","b"
"2018","Sweden","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","14.8","b"
"2018","Iceland","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","7.4",""
"2018","Iceland","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","10.8",""
"2018","Norway","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","8.5",""
"2018","Norway","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","10.1",""
"2018","Switzerland","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","11.4",""
"2018","Switzerland","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","20.9",""
"2018","Montenegro","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","23.3",""
"2018","Montenegro","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","27.8",""
"2018","North Macedonia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","26.0",""
"2018","North Macedonia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","26.2",""
"2018","Serbia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","20.7",""
"2018","Serbia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","23.4",""
"2018","Turkey","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","13.0",""
"2018","Turkey","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","22.5",""
"2019","Belgium","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","11.6",""
"2019","Belgium","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","13.2",""
"2019","Bulgaria","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","9.3",""
"2019","Bulgaria","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","8.1",""
"2019","Czechia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","2.5",""
"2019","Czechia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","3.9",""
"2019","Denmark","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","9.7",""
"2019","Denmark","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","11.7",""
"2019","Germany (until 1990 former territory of the FRG)","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","6.0",""
"2019","Germany (until 1990 former territory of the FRG)","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","6.9",""
"2019","Estonia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","8.9",""
"2019","Estonia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","10.5",""
"2019","Ireland","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","12.7",""
"2019","Ireland","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","16.3",""
"2019","Greece","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","19.9",""
"2019","Greece","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","31.8",""
"2019","Spain","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","17.8",""
"2019","Spain","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","28.1",""
"2019","France","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","14.4",""
"2019","France","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","19.8",""
"2019","Croatia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","11.6",""
"2019","Croatia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","16.3",""
"2019","Italy","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","18.6",""
"2019","Italy","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","27.2",""
"2019","Cyprus","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","11.5",""
"2019","Cyprus","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","15.9",""
"2019","Latvia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","12.1",""
"2019","Latvia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","11.5",""
"2019","Lithuania","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","9.1",""
"2019","Lithuania","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","7.7",""
"2019","Luxembourg","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","10.4",""
"2019","Luxembourg","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","13.3",""
"2019","Hungary","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","5.7",""
"2019","Hungary","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","6.3",""
"2019","Malta","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","4.9",""
"2019","Malta","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","7.6",""
"2019","Netherlands","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","11.2",""
"2019","Netherlands","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","16.3",""
"2019","Austria","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","9.5",""
"2019","Austria","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","12.1",""
"2019","Poland","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","5.6",""
"2019","Poland","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","7.3",""
"2019","Portugal","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","10.9",""
"2019","Portugal","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","15.1",""
"2019","Romania","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","9.8",""
"2019","Romania","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","8.0",""
"2019","Slovenia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","7.1",""
"2019","Slovenia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","9.8",""
"2019","Slovakia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","7.4",""
"2019","Slovakia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","8.0",""
"2019","Finland","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","19.1",""
"2019","Finland","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","19.5",""
"2019","Sweden","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","14.1",""
"2019","Sweden","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","16.5",""
"2019","Iceland","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","8.3",""
